Place,Details,Class,WordCount,Similar_Words
iRobot,us ai engineering home robot like roomba robot vacuum braava mopping robot roomba user schedule robot continue cleaning they ’re gone braava robot directed clean voice command company ’s proprietary technology guide robot around obstacle clean,robotic,55,"ai, mopping, vacuum, user, us, they, technology, schedule, roomba, robot"
Fanuc,major producer robotic product manufacturer portfolio includes laser robodrills cobots company equips product aibased capability example fanuc added ai path control function enhances precision robot combining machine learning acceleration sensor help robot improve movement time,robotic,56,"acceleration, added, sensor, robot, robodrills, product, producer, precision, portfolio, path"
Symbiotic,symbotic provides organization comprehensive software platform orchestrate collective movement entire robot fleet use artificial intelligence platform simultaneously connects robotic arm autonomous robot type machine user symbotic ’s platform coordinate different action control algorithm collecting data inform process,robotic,59,"action, intelligence, use, type, symbotic, software, simultaneously, robot, provides, process"
CloudMinds Technology,cloudminds operates robot secure cloud network — ‘ cloud brain ’ — posse natural language processing computer vision ai ability company ’s cloud pepper leverage technology hold conversation human customer multiple language cloud delivery robot relies cloud brain navigate different environment map efficient route,robotic,58,"ability, ai, technology, secure, route, robot, relies, processing, posse, pepper"
NVIDIA,nvidia ’s isaac robotics platform support development deployment robot various industry used creating virtual environment testing robot managing fleet robot nvidia ’s artificial intelligence technology like jetson orin ai computer capable powering autonomous machine,robotic,46,"ai, machine, various, used, testing, technology, support, robotics, robot, powering"
SVT Robotics,svt robotics tout softbot platform solution efficiently deploying robot automation iot device company say platform reduce operation cost well speed onboarding time,robotic,33,"automation, robot, tout, time, svt, speed, solution, softbot, say, robotics"
Comau,comau offer three dozen industrial robot payload capacity ranging kilogram company ’s aura collaborative robot mounted upside intuitive interface programming equipped sensor avoid collision comau produce mateext exoskeleton provides shoulder arm support improve user ’s quality life performing strenuous repetitive task,robotic,64,"arm, offer, performing, produce, programming, provides, quality, ranging, repetitive, robot"
Anduril,anduril build hardware software product designed solve biggest security challenge america ally lattice aibacked platform integrates realtime data anduril thirdparty system single dashboard sentry tower intelligent air support device anduril present missioneffective technology,robotic,54,"aibacked, missioneffective, thirdparty, technology, system, support, solve, software, single, sentry"
Outrider,outrider produce autonomous yard operation vehicle improve safety reduce emission outrider creates site infrastructure management system optimize operation vehicle capable tractortotrailer coupling maneuvering dock door parking space overtheroad pickup location,robotic,40,"autonomous, outrider, vehicle, tractortotrailer, system, space, site, safety, reduce, produce"
Honeybee Robotics,honeybee robotics ’ technology used multiple nasa space mission mar visit included since it ’s big player defense mining oil gas industry making intelligent excavation system autonomous drill sampling system among innovation,robotic,43,"among, mining, used, technology, system, space, since, sampling, robotics, player"
Ouster,ouster pioneer autonomous revolution producing manufacturing d lidar sensor technology allows machine perceive surroundings company work engineer leading way robotics autonomous vehicle mapping technology security system additional area technological development partner included honeywell,robotic,52,"additional, allows, way, vehicle, technology, technological, system, surroundings, sensor, security"
